school_name,urn,borough,lsoa_code,lsoa_name,lon,lat,primary_secondary,school_type,admissions_type,gender,denomination,num_pupils,num_boys,num_girls,boy_girl_r,pupils_per_teacher,pct_esl,pct_fsm,pct_attainment,pct_absences,pct_unaut_absence,mean_distance,income_score,employment_score,crime_score,education_skills_score,health_score,ofsted
Plumstead Manor School,100183,Greenwich,E01001636,Greenwich 007E,0.084417056,51.48292979,Secondary,Community school,Non-selective,Girls,No religious character,1411,35,1380,0,11.2,0.564,0.259,0.52,0.1001728,0.0763537,1.935783058,0.169,0.121,-0.213,15.066,0.213,2
Thomas Tallis School,100190,Greenwich,E01033726,Greenwich 034E,0.026357404,51.46472109,Secondary,Community school,Non-selective,Mixed,No religious character,1770,975,795,1.2,14.1,0.16,0.227,0.49,0.0920555,0.0655422,1.968878821,0.218,0.136,0.965,24.699,0.092,2
The John Roan School,100192,Greenwich,E01001587,Greenwich 016D,0.007056735,51.47863213,Secondary,NA,NA,Mixed,NA,1242,735,505,1.5,13.5,NA,0.238,0.45,0.71,NA,NA,0.069,0.056,-0.048,0.842,-0.693,2
St Ursula's Convent School,100193,Greenwich,E01001642,Greenwich 038C,-0.005783815,51.47578458,Secondary,Voluntary aided school,Non-selective,Girls,Roman Catholic,609,0,610,0,15.8,0.155,0.1,0.73,0.0675125,0.0265613,4.341036172,0.048,0.032,1.036,1.047,-1.165,1
Hawksmoor School,100197,Greenwich,E01001688,Greenwich 002B,0.112701648,51.50434809,Primary,NA,NA,Mixed,NA,670,335,335,1,20.8,NA,0.191,0.83,NA,NA,NA,0.177,0.108,0.087,9.851,0.831,1
Berger Primary School,100218,Hackney,E01001730,Hackney 019B,-0.04481179,51.54603685,Primary,Community school,Not applicable,Mixed,No religious character,480,245,235,1,16.8,0.389,0.429,0.64,0.0533493,0.0300628,0.770844527,0.307,0.194,0.858,26.796,0.408,3
Colvestone Primary School,100221,Hackney,E01001748,Hackney 020A,-0.074103443,51.54913844,Primary,Community school,Not applicable,Mixed,No religious character,228,125,105,1.2,17.3,0.343,0.297,0.79,0.047372,0.0173074,0.848387354,0.177,0.115,1.341,7.353,0.256,2
Daubeney Primary School,100223,Hackney,E01001791,Hackney 015D,-0.037961798,51.55272108,Primary,Community school,Not applicable,Mixed,No religious character,658,325,335,1,20.2,0.45,0.36,0.73,0.0420919,0.0166727,0.616168838,0.204,0.123,0.505,14.386,0.669,2
De Beauvoir Primary School,100224,Hackney,E01001756,Hackney 021E,-0.076960883,51.54533656,Primary,Community school,Not applicable,Mixed,No religious character,396,180,215,0.8,20.1,0.455,0.414,0.34,0.0654572,0.0250371,1.177394199,0.078,0.064,1.108,8.216,-0.164,2
Gainsborough Primary School,100225,Hackney,E01001849,Hackney 018D,-0.025943151,51.54578414,Primary,Community school,Not applicable,Mixed,No religious character,557,310,250,1.2,18.7,0.355,0.413,0.79,0.0980953,0.0550377,1.119581475,0.208,0.119,0.777,14.231,0.547,2
Lauriston School,100229,Hackney,E01001836,Hackney 022A,-0.045719663,51.53662766,Primary,Community school,Not applicable,Mixed,No religious character,461,235,225,1,21.9,0.192,0.196,0.75,0.0466759,0.0123426,0.550600259,0.16,0.103,0.453,9.978,0.19,2
London Fields Primary School,100230,Hackney,E01033712,Hackney 023G,-0.06002416,51.53730576,Primary,Community school,Not applicable,Mixed,No religious character,450,240,210,1.1,17,0.481,0.341,0.85,0.0459316,0.0065702,0.817288944,0.173,0.082,1.199,9.945,0.455,1
Millfields Community School,100231,Hackney,E01001793,Hackney 011B,-0.050925196,51.55587754,Primary,Community school,Not applicable,Mixed,No religious character,661,320,340,0.9,20.5,0.395,0.233,0.7,0.0551159,0.0010131,0.824084218,0.151,0.094,0.435,4.75,-0.161,2
Morningside Primary School,100232,Hackney,E01001731,Hackney 017A,-0.050258104,51.54650509,Primary,Community school,Not applicable,Mixed,No religious character,447,220,230,1,18.8,0.573,0.386,0.61,0.0496734,0.0348642,0.641860698,0.16,0.101,1.149,12.161,0.102,2
Orchard Primary School,100234,Hackney,E01001840,Hackney 022B,-0.049028875,51.54084627,Primary,Community school,Not applicable,Mixed,No religious character,482,235,245,1,17.8,0.473,0.393,0.66,0.0427012,0.0139714,0.745629192,0.262,0.156,0.91,17.855,0.964,1
Queensbridge Primary School,100235,Hackney,E01001819,Hackney 020E,-0.071721542,51.53928835,Primary,Community school,Not applicable,Mixed,No religious character,468,250,220,1.1,17.5,0.459,0.278,0.67,0.0502663,0.0095869,0.564307533,0.2,0.113,0.507,4.066,0.391,1
Randal Cremer Primary School,100236,Hackney,E01001776,Hackney 025F,-0.074670106,51.53332088,Primary,Community school,Not applicable,Mixed,No religious character,457,240,215,1.1,17.9,0.757,0.405,0.63,0.0498615,0.0133703,0.72286368,0.295,0.192,0.981,20.777,0.65,3
Princess May Primary School,100239,Hackney,E01001835,Hackney 014F,-0.077570595,51.55277445,Primary,Community school,Not applicable,Mixed,No religious character,452,245,205,1.2,20.8,0.762,0.442,0.57,0.0537253,0.0275562,1.270764365,0.1,0.067,1.1,1.621,0.254,2
Sebright School,100240,Hackney,E01001775,Hackney 024C,-0.065919639,51.53395908,Primary,Community school,Not applicable,Mixed,No religious character,450,205,245,0.8,16.8,0.427,0.396,0.87,0.0421415,0.0100239,0.889645363,0.252,0.146,0.921,14.664,0.788,2
Shacklewell Primary School,100241,Hackney,E01001745,Hackney 016A,-0.07273333,51.55323453,Primary,Community school,Not applicable,Mixed,No religious character,422,210,215,1,16.1,0.366,0.38,0.91,0.0397615,0.0085154,0.670640067,0.27,0.148,0.346,14.61,0.603,2
Southwold Primary School,100242,Hackney,E01001798,Hackney 028A,-0.053603273,51.56343988,Primary,Community school,Not applicable,Mixed,No religious character,431,230,200,1.2,16.8,0.543,0.373,0.56,0.0467835,0.0288653,0.727237483,0.312,0.183,1.203,19.849,0.773,2
Thomas Fairchild Community School,100243,Hackney,E01001782,Hackney 026C,-0.091173122,51.5331323,Primary,Community school,Not applicable,Mixed,No religious character,415,210,205,1,19.5,0.527,0.504,0.6,0.0611957,0.012891,0.755824153,0.128,0.069,-0.032,7.338,-0.497,2
Tyssen Community Primary School,100244,Hackney,E01001725,Hackney 004A,-0.066326803,51.56927981,Primary,Community school,Not applicable,Mixed,No religious character,440,220,220,1,17.7,0.488,0.372,0.55,0.0529082,0.00564,1.305495037,0.172,0.092,-0.108,26.679,-0.174,2
Whitmore Primary School,100245,Hackney,E01001752,Hackney 025A,-0.085830915,51.53502355,Primary,Community school,Not applicable,Mixed,No religious character,405,220,185,1.2,14.6,0.288,0.457,0.77,0.0604692,0.015682,0.71323394,0.121,0.062,0.097,6.227,0.21,1
Woodberry Down Community Primary School,100248,Hackney,E01033701,Hackney 002F,-0.090935564,51.57362202,Primary,Community school,Not applicable,Mixed,No religious character,517,255,265,1,19.5,0.607,0.429,0.68,0.0561808,0.0147556,1.438908653,0.317,0.165,0.852,31.137,0.321,1
Kingsmead Primary School,100250,Hackney,E01001790,Hackney 013D,-0.035269958,51.55359333,Primary,Community school,Not applicable,Mixed,No religious character,239,130,110,1.2,12.8,0.645,0.448,0.93,0.0382271,0.0034967,0.816840211,0.38,0.232,0.013,18.834,0.99,1
Sir Thomas Abney School,100251,Hackney,E01001812,Hackney 003E,-0.082049251,51.57045543,Primary,Community school,Not applicable,Mixed,No religious character,441,235,205,1.1,16.9,0.474,0.347,0.68,0.0638034,0.0112311,1.326914314,0.179,0.133,0.605,21.556,-0.025,2
Grasmere Primary School,100252,Hackney,E01001739,Hackney 012D,-0.083534976,51.55501241,Primary,Community school,Not applicable,Mixed,No religious character,238,130,110,1.2,20.1,0.33,0.157,0.82,0.0562394,0.0054591,0.42831541,0.141,0.106,0.763,2.962,0.482,2
Jubilee Primary School,100253,Hackney,E01001727,Hackney 006C,-0.065914482,51.56607163,Primary,Community school,Not applicable,Mixed,No religious character,489,260,230,1.1,18.3,0.387,0.277,0.63,0.0546552,0.0059099,0.675963166,0.124,0.086,-0.267,17.092,0.163,1
Nightingale Primary School,100254,Hackney,E01001765,Hackney 010B,-0.064461136,51.5567942,Primary,Community school,Not applicable,Mixed,No religious character,243,110,135,0.8,15.9,0.5,0.375,0.87,0.0663412,0.0184546,0.847933079,0.289,0.188,0.393,25.162,0.932,2
Baden-Powell School,100255,Hackney,E01001770,Hackney 010E,-0.057787794,51.55733131,Primary,Community school,Not applicable,Mixed,No religious character,231,105,125,0.8,17.5,0.402,0.388,0.76,0.0707477,0.0163539,0.565262162,0.222,0.124,0.733,20.487,0.582,2
Harrington Hill Primary School,100256,Hackney,E01001828,Hackney 028B,-0.054046327,51.56726012,Primary,Community school,Not applicable,Mixed,No religious character,368,200,170,1.2,17.3,0.462,0.347,0.46,0.0652459,0.0212846,1.125118175,0.248,0.151,0.25,20.692,0.333,2
Holmleigh Primary School,100257,Hackney,E01001799,Hackney 003A,-0.074963968,51.57011443,Primary,Community school,Not applicable,Mixed,No religious character,238,120,120,1,16.5,0.722,0.323,0.79,0.0435471,0.0174045,0.633035066,0.137,0.08,-0.144,34.631,-0.141,1
Grazebrook Primary School,100258,Hackney,E01001806,Hackney 008D,-0.083105961,51.56419587,Primary,Community school,Not applicable,Mixed,No religious character,488,245,240,1,17,0.19,0.196,0.85,0.0400341,0.0084331,0.729362457,0.187,0.116,0.913,6.538,0.477,1
Parkwood Primary School,100259,Hackney,E01001718,Hackney 007D,-0.099286824,51.56507094,Primary,Community school,Not applicable,Mixed,No religious character,241,125,115,1.1,15,0.629,0.251,0.76,0.0520535,0.0116375,1.361112501,0.072,0.038,1.098,4.731,-0.293,2
Benthal Primary School,100260,Hackney,E01001764,Hackney 010A,-0.065161944,51.55829855,Primary,Community school,Not applicable,Mixed,No religious character,437,205,230,0.9,16.8,0.55,0.201,0.59,0.0926167,0.0240283,0.586213868,0.192,0.114,0.466,11.619,0.104,2
Mandeville Primary School,100261,Hackney,E01001788,Hackney 013C,-0.039562717,51.55709128,Primary,Community school,Not applicable,Mixed,No religious character,386,200,185,1.1,19.3,0.568,0.383,0.6,0.0475973,0.0030775,1.003734109,0.297,0.198,0.23,21.862,0.927,2
Holy Trinity Church of England Primary School,100263,Hackney,E01033707,Hackney 021I,-0.073479911,51.54272545,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,222,110,115,1,11.1,0.295,0.357,0.71,0.0583976,0.0058061,1.37439654,0.166,0.094,1.346,5.053,0.516,1
Our Lady and St Joseph Catholic Primary School,100264,Hackney,E01001756,Hackney 021E,-0.078568927,51.54448168,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,242,120,120,1,20.1,0.2,0.196,0.93,0.0560973,0.008454,1.213938189,0.078,0.064,1.108,8.216,-0.164,1
St John the Baptist Voluntary Aided Church of England Primary School,100266,Hackney,E01033709,Hackney 027H,-0.084013819,51.5309112,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,339,185,155,1.2,15.9,0.463,0.406,0.71,0.050893,0.0043162,0.951068659,0.156,0.09,1.063,9.587,0.318,2
St Matthias Church of England Primary School,100267,Hackney,E01001740,Hackney 014A,-0.079326164,51.55287518,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,285,130,155,0.8,18.5,0.461,0.395,0.69,0.0689045,0.0255297,1.546660991,0.31,0.162,0.874,26.451,0.83,2
St Monica's Roman Catholic Primary School,100268,Hackney,E01001780,Hackney 027D,-0.081526575,51.52834356,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,231,115,120,1,20.3,0.788,0.381,0.87,0.0448134,0.0185379,1.337482621,0.225,0.147,1.386,13.408,0.286,2
St Paul's with St Michael's Primary School,100269,Hackney,E01001815,Hackney 024D,-0.065466933,51.53749465,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,226,110,115,1,22.9,0.196,0.431,0.6,0.0595766,0.018327,1.640492594,0.26,0.168,0.427,14.576,0.522,2
St John of Jerusalem Church of England Primary School,100270,Hackney,E01001840,Hackney 022B,-0.050128701,51.54008218,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,227,115,115,1,19.7,0.255,0.311,0.81,0.0648797,0.0072509,0.719061536,0.262,0.156,0.91,17.855,0.964,2
"St Mary's Church of England Primary School, Stoke Newington",100271,Hackney,E01001806,Hackney 008D,-0.081484707,51.5622629,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,224,110,115,1,17,0.37,0.281,0.86,0.0559389,0.0142417,1.3581888,0.187,0.116,0.913,6.538,0.477,2
St Scholastica's Catholic Primary School,100274,Hackney,E01001770,Hackney 010E,-0.062487546,51.55876696,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,255,135,120,1.1,16.1,0.629,0.292,0.77,0.0568884,0.027196,1.360091941,0.222,0.124,0.733,20.487,0.582,2
Simon Marks Jewish Primary School,100275,Hackney,E01001723,Hackney 006A,-0.068455316,51.56569985,Primary,Voluntary aided school,Not applicable,Mixed,Jewish,207,95,110,0.9,16.6,0.475,0.167,0.73,0.0903697,0.0307351,1.813622082,0.15,0.066,-0.124,9.718,0.206,3
Haggerston School,100277,Hackney,E01001774,Hackney 024B,-0.071952975,51.53244887,Secondary,NA,NA,Mixed,NA,1009,470,535,0.9,12.8,NA,0.348,0.61,NA,NA,NA,0.182,0.083,0.74,7.945,0.107,2
Stoke Newington School and Sixth Form,100279,Hackney,E01001737,Hackney 012B,-0.084582687,51.5578892,Secondary,Community school,Non-selective,Mixed,No religious character,1542,850,690,1.2,14.1,0.218,0.232,0.65,0.0748226,0.0186258,1.096498856,0.15,0.086,0.253,1.364,0.336,2
Our Lady's Convent Roman Catholic High School,100282,Hackney,E01001809,Hackney 001B,-0.075206949,51.57427301,Secondary,Voluntary aided school,Non-selective,Girls,Roman Catholic,711,0,710,0,13,0.503,0.248,0.63,0.0772584,0.0418817,3.268273914,0.137,0.078,0.039,42.422,-0.275,2
The Urswick School - A Church of England Secondary School,100284,Hackney,E01001731,Hackney 017A,-0.053893697,51.54445218,Secondary,Voluntary aided school,Non-selective,Mixed,Church of England,811,510,300,1.7,13.2,0.344,0.537,0.49,0.0987315,0.0383812,1.652932227,0.16,0.101,1.149,12.161,0.102,2
Cardinal Pole Roman Catholic School,100285,Hackney,E01001730,Hackney 019B,-0.047350912,51.54703232,Secondary,Voluntary aided school,Non-selective,Mixed,Roman Catholic,1043,595,445,1.3,12.1,0.449,0.414,0.56,0.0738074,0.0311968,1.876555834,0.307,0.194,0.858,26.796,0.408,2
Addison Primary School,100321,Hammersmith and Fulham,E01001851,Hammersmith and Fulham 010A,-0.219183392,51.49982238,Primary,Community school,Not applicable,Mixed,No religious character,457,235,220,1.1,21.3,0.628,0.357,0.68,0.0726481,0.0230911,1.128431674,0.071,0.065,0.473,2.243,-0.584,2
Avonmore Primary School,100322,Hammersmith and Fulham,E01001866,Hammersmith and Fulham 012A,-0.209334228,51.49489733,Primary,Community school,Not applicable,Mixed,No religious character,227,100,125,0.8,16.6,0.668,0.233,0.63,0.0672497,0.0164566,1.075026014,0.078,0.046,0.707,0.783,-1.076,2
Brackenbury Primary School,100324,Hammersmith and Fulham,E01001895,Hammersmith and Fulham 009A,-0.232810171,51.49990255,Primary,Community school,Not applicable,Mixed,No religious character,499,245,250,1,19,0.515,0.221,0.78,0.0683814,0.0193221,0.868008627,0.119,0.095,0.404,10.558,-0.181,1
Miles Coverdale Primary School,100326,Hammersmith and Fulham,E01001941,Hammersmith and Fulham 005C,-0.228814311,51.50411378,Primary,Community school,Not applicable,Mixed,No religious character,245,125,120,1,15.3,0.445,0.261,0.96,0.0516365,0.0063172,1.48953728,0.155,0.135,0.856,5.672,0.643,1
Flora Gardens Primary School,100328,Hammersmith and Fulham,E01001928,Hammersmith and Fulham 011A,-0.235455344,51.49483456,Primary,Community school,Not applicable,Mixed,No religious character,243,110,135,0.8,21.5,0.641,0.314,0.48,0.0704857,0.0209691,1.283496053,0.13,0.089,0.706,1.366,-0.039,3
Fulham Primary School,100329,Hammersmith and Fulham,E01001883,Hammersmith and Fulham 017D,-0.197954693,51.48353619,Primary,NA,NA,Mixed,NA,337,170,165,1,18.9,NA,0.32,0.78,NA,NA,NA,0.17,0.104,-0.105,8.733,0.565,2
Kenmont Primary School,100331,Hammersmith and Fulham,E01001877,Hammersmith and Fulham 001D,-0.235312153,51.53171109,Primary,Community school,Not applicable,Mixed,No religious character,233,130,105,1.2,14.8,0.555,0.33,0.69,0.0544199,0.01308,0.72107986,0.202,0.149,0.743,9.305,0.456,2
Melcombe Primary School,100334,Hammersmith and Fulham,E01001890,Hammersmith and Fulham 016C,-0.221140986,51.48618327,Primary,Community school,Not applicable,Mixed,No religious character,410,215,195,1.1,16.6,0.613,0.229,0.6,0.0624405,0.0231458,1.813283648,0.061,0.041,-0.289,2.842,-0.475,1
Old Oak Primary School,100335,Hammersmith and Fulham,E01001878,Hammersmith and Fulham 001E,-0.243812662,51.51801697,Primary,Community school,Not applicable,Mixed,No religious character,396,200,195,1,17.1,0.345,0.272,0.64,0.0771832,0.0311722,0.928665765,0.241,0.155,0.085,27.456,0.57,2
Queen's Manor School and Special Needs Unit,100337,Hammersmith and Fulham,E01001917,Hammersmith and Fulham 018C,-0.221747638,51.47984366,Primary,NA,NA,Mixed,NA,229,115,115,1,16.6,NA,0.25,0.63,NA,NA,NA,0.111,0.061,0.214,5.466,-0.102,2
Sir John Lillie Primary School,100338,Hammersmith and Fulham,E01001879,Hammersmith and Fulham 019A,-0.209610512,51.48306723,Primary,Community school,Not applicable,Mixed,No religious character,422,225,200,1.1,17.4,0.321,0.344,0.94,0.0563911,0.0272803,1.339404033,0.159,0.126,0.19,9.135,0.039,3
Sulivan Primary School,100339,Hammersmith and Fulham,E01001934,Hammersmith and Fulham 025B,-0.199455488,51.47065481,Primary,NA,NA,Mixed,NA,274,135,135,1,16,NA,0.308,0.88,NA,NA,NA,0.225,0.119,-0.66,12.125,-0.279,2
Wendell Park Primary School,100340,Hammersmith and Fulham,E01001865,Hammersmith and Fulham 008B,-0.248945372,51.50332784,Primary,Community school,Not applicable,Mixed,No religious character,446,225,220,1,15.6,0.668,0.274,0.81,0.0552741,0.0154745,0.69277427,0.094,0.069,0.07,2.189,-0.456,2
Wormholt Park Primary School,100341,Hammersmith and Fulham,E01001955,Hammersmith and Fulham 002A,-0.238724452,51.51167288,Primary,Community school,Not applicable,Mixed,No religious character,466,215,250,0.9,17.9,0.642,0.318,0.73,0.0750691,0.01433,1.071465472,0.268,0.168,1.072,20.483,0.327,2
All Saints CofE Primary School,100344,Hammersmith and Fulham,E01001915,Hammersmith and Fulham 024A,-0.213595484,51.47285838,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,230,105,125,0.8,21.3,0.435,0.07,0.87,0.0603063,0.013412,0.903823291,0.05,0.023,0.697,4.257,-0.742,2
Holy Cross RC School,100345,Hammersmith and Fulham,E01001922,Hammersmith and Fulham 020C,-0.198960737,51.47590793,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,459,260,200,1.3,22.9,0.589,0.092,0.81,0.0375279,0.0088003,1.106432579,0.062,0.045,0.855,4.003,-1.334,2
John Betts Primary School,100346,Hammersmith and Fulham,E01001928,Hammersmith and Fulham 011A,-0.235695373,51.49682554,Primary,Voluntary aided school,Not applicable,Mixed,No religious character,239,130,105,1.2,20.8,0.349,0.142,0.77,0.0316392,0.0063586,0.791837991,0.13,0.089,0.706,1.366,-0.039,1
St Augustine's RC Primary School,100347,Hammersmith and Fulham,E01001886,Hammersmith and Fulham 016A,-0.209591798,51.48428095,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,212,115,100,1.2,23,0.394,0.123,0.8,0.0414608,0.0015685,0.792468444,0.172,0.114,0.645,8.55,0.379,1
St Johns Walham Green Church of England Primary School,100349,Hammersmith and Fulham,E01001949,Hammersmith and Fulham 021C,-0.209097059,51.47705232,Primary,Voluntary aided school,Not applicable,Mixed,Church of England,366,190,175,1.1,18.3,0.144,0.151,0.7,0.0500594,0.0128807,1.233552927,0.041,0.025,0.058,2.868,-0.873,2
St Mary's Catholic Primary School,100350,Hammersmith and Fulham,E01001851,Hammersmith and Fulham 010A,-0.215963202,51.49890116,Primary,Voluntary aided school,Not applicable,Mixed,Roman Catholic,219,105,115,0.9,19.2,0.35,0.21,0.79,0.0734678,0.0265515,1.517324578,0.071,0.065,0.473,2.243,-0.584,2
